,unidad_academica,nro_inscripcion,sexo,nacionalidad,fecha_nac_alumno,fecha_egr_sec
1439,FCEQN,FCEQN-3503,2,1.0,1989,2011
1440,FCEQN,FCEQN-6196,1,1.0,1993,2011
1441,FCEQN,FCEQN-5216,2,1.0,1984,2011
1442,FCEQN,FCEQN-5547,1,1.0,1989,2011
1443,FCEQN,FCEQN-5677,2,1.0,1993,2011
1444,FCEQN,FCEQN-5898,1,1.0,1991,2011
1445,FCEQN,FCEQN-4195,2,1.0,1990,2008
1446,FCEQN,FCEQN-5464,2,1.0,1992,2010
1447,FCEQN,FCEQN-5658,1,1.0,1991,2009
1448,FCEQN,FCEQN-1939,1,1.0,1987,2005
1449,FCEQN,FCEQN-5819,2,1.0,1993,2011
1450,FCEQN,FCEQN-6207,2,1.0,1994,2011
1451,FCEQN,FCEQN-5457,1,1.0,1993,2010
1452,FCEQN,FCEQN-5119,1,1.0,1990,2009
1453,FCEQN,FCEQN-5200,1,1.0,1992,2010
1454,FCEQN,FCEQN-5264,2,1.0,1992,2011
1455,FCEQN,FCEQN-5322,1,1.0,1992,2010
1456,FCEQN,FCEQN-5399,1,1.0,1991,2011
1457,FCEQN,FCEQN-5414,1,1.0,1992,2011
1458,FCEQN,FCEQN-5470,1,1.0,1992,2010
1459,FCEQN,FCEQN-5471,1,1.0,1991,2011
1460,FCEQN,FCEQN-4521,2,1.0,1990,2011
1461,FCEQN,FCEQN-4710,1,1.0,1990,2009
1462,FCEQN,FCEQN-5598,2,1.0,992,2010
1463,FCEQN,FCEQN-5911,1,1.0,1993,2011
1464,FCEQN,FCEQN-5967,2,1.0,1993,2011
1465,FCEQN,FCEQN-6060,2,1.0,1993,2011
1466,FCEQN,FCEQN-6107,2,1.0,1994,2011
1467,FCEQN,FCEQN-6313,2,1.0,1993,2011
1468,FCEQN,FCEQN-3438,1,1.0,1989,2011
1469,FCEQN,FCEQN-6066,1,1.0,1993,2011
1470,FCEQN,FCEQN-4402,2,1.0,1986,2004
1471,FCEQN,FCEQN-5908,2,1.0,1994,2011
1472,FCEQN,FCEQN-5835,2,1.0,1994,2011
1473,FCEQN,FCEQN-6377,2,1.0,1994,2011
1474,FCEQN,FCEQN-5447,1,1.0,1987,2010
1475,FCEQN,FCEQN-2653,2,1.0,1988,2006
1476,FCEQN,FCEQN-4305,2,1.0,1990,2008
1477,FCEQN,FCEQN-4656,1,1.0,1992,2011
1478,FCEQN,FCEQN-5657,1,1.0,1990,2011
1479,FCEQN,FCEQN-5660,1,1.0,1993,2011
1480,FCEQN,FCEQN-6322,2,1.0,1993,2012
1481,FCEQN,FCEQN-6456,1,1.0,1993,2011
1482,FCEQN,FCEQN-3969,1,1.0,1988,2011
1483,FCEQN,FCEQN-4980,1,1.0,1992,2011
1484,FCEQN,FCEQN-5179,1,1.0,1988,2008
1485,FCEQN,FCEQN-5315,1,1.0,1982,2011
1486,FCEQN,FCEQN-5764,1,1.0,1992,2011
1487,FCEQN,FCEQN-5944,2,1.0,1991,2004
1488,FCEQN,FCEQN-5994,1,1.0,1994,2011
1489,FCEQN,FCEQN-6220,1,1.0,1994,2011
1490,FCEQN,FCEQN-6320,2,1.0,1994,2011
1491,FCEQN,FCEQN-4275,1,1.0,1989,2007
1492,FCEQN,FCEQN-5590,2,1.0,1992,2011
1493,FCEQN,FCEQN-5893,2,1.0,1988,2011
1494,FCEQN,FCEQN-6372,1,1.0,1993,2011
1495,FCEQN,FCEQN-6373,1,1.0,1993,2011
1496,FCEQN,FCEQN-5107,2,1.0,1990,2011
1497,FCEQN,FCEQN-5569,1,1.0,1993,2010
1498,FCEQN,FCEQN-5824,2,1.0,1988,2011
1499,FCEQN,FCEQN-5859,2,1.0,1993,2011
1500,FCEQN,FCEQN-5693,2,1.0,1992,2011
1501,FCEQN,FCEQN-6333,2,1.0,1993,2011
1502,FCEQN,FCEQN-6466,1,1.0,1994,2011
1503,FCEQN,FCEQN-5270,1,1.0,1992,2011
1504,FCEQN,FCEQN-5991,2,1.0,1993,2011
1505,FCEQN,FCEQN-5185,2,1.0,1993,2011
1506,FCEQN,FCEQN-5837,2,1.0,1989,2011
1507,FCEQN,FCEQN-6092,2,1.0,1994,2011
1508,FCEQN,FCEQN-5042,2,1.0,1992,2011
1509,FCEQN,FCEQN-6213,1,1.0,1994,2011
1510,FCEQN,FCEQN-5230,2,1.0,1992,2016
1511,FCEQN,FCEQN-5133,2,1.0,1988,2011
1512,FCEQN,FCEQN-5452,1,1.0,1992,2010
1513,FCEQN,FCEQN-5664,2,1.0,1992,2011
1514,FCEQN,FCEQN-5921,2,1.0,1994,2011
1515,FCEQN,FCEQN-6420,2,1.0,1993,2011
1516,FCEQN,FCEQN-5936,1,1.0,1990,2008
1517,FCEQN,FCEQN-5818,2,1.0,1993,2011
1518,FCEQN,FCEQN-5987,1,1.0,1994,2011
1519,FCEQN,FCEQN-6460,1,1.0,1994,2011
1520,FCEQN,FCEQN-5199,2,1.0,1992,2010
1521,FCEQN,FCEQN-5130,2,1.0,1992,2010
1522,FCEQN,FCEQN-5995,2,1.0,1993,2011
1523,FCEQN,FCEQN-6005,2,1.0,1994,2011
1524,FCEQN,FCEQN-5787,1,1.0,1990,2007
1525,FCEQN,FCEQN-5296,2,1.0,1993,2010
1526,FCEQN,FCEQN-5884,2,1.0,1994,2011
1527,FCEQN,FCEQN-5941,1,1.0,1994,2012
1528,FCEQN,FCEQN-6175,1,1.0,1993,2011
1529,FCEQN,FCEQN-5138,2,1.0,1993,2010
1530,FCEQN,FCEQN-5829,2,1.0,1994,2011
1531,FCEQN,FCEQN-6022,2,1.0,1993,2011
1532,FCEQN,FCEQN-5832,2,1.0,1990,2012
1533,FCEQN,FCEQN-6156,2,1.0,1994,2011
1534,FCEQN,FCEQN-4707,2,1.0,1992,2011
1535,FCEQN,FCEQN-5284,1,1.0,1992,2010
1536,FCEQN,FCEQN-5449,1,1.0,1992,2010
1537,FCEQN,FCEQN-5591,1,1.0,1991,2009
1538,FCEQN,FCEQN-5984,1,1.0,1993,2011
1539,FCEQN,5130,2,1.0,1981,2011
1540,FCEQN,FCEQN-4497,2,1.0,1991,2011
1541,FCEQN,FCEQN-5288,1,1.0,1993,2010
1542,FCEQN,FCEQN-5468,1,1.0,1991,2009
1543,FCEQN,FCEQN-5958,2,1.0,1994,2011
1544,FCEQN,FCEQN-4871,2,1.0,1992,2011
1545,FCEQN,FCEQN-5266,2,1.0,1993,2010
1546,FCEQN,FCEQN-6204,1,1.0,1993,2011
1547,FCEQN,FCEQN-6285,2,1.0,1991,2009
1548,FCEQN,FCEQN-6451,1,1.0,1993,2012
1549,FCEQN,FCEQN-6000,2,1.0,1994,2011
1550,FCEQN,FCEQN-5479,2,1.0,1989,2011
1551,FCEQN,FCEQN-5946,2,1.0,1994,2011
1552,FCEQN,FCEQN-5030,2,1.0,1992,2009
1553,FCEQN,FCEQN-5058,1,1.0,1991,2010
1554,FCEQN,FCEQN-5453,2,1.0,1993,2010
1555,FCEQN,FCEQN-5945,2,1.0,1993,2010
1556,FCEQN,FCEQN-5983,2,1.0,1993,2012
1557,FCEQN,FCEQN-5739,2,1.0,1990,2011
1558,FCEQN,FCEQN-5982,1,1.0,1990,2008
1559,FCEQN,FCEQN-5839,2,1.0,1988,2011
1560,FCEQN,FCEQN-6483,2,1.0,1994,2011
1561,FCEQN,FCEQN-4,1,1.0,1985,2011
1562,FCEQN,FCEQN-6492,1,1.0,1989,2011
1563,FCEQN,FCEQN-6496,1,1.0,1992,2011
1564,FCEQN,FCEQN-6497,2,1.0,1995,2011
1565,FCEQN,FCEQN-6499,2,1.0,1994,2011
1566,FCEQN,FCEQN-6500,1,1.0,1994,2011
1567,FCEQN,FCEQN-6501,2,1.0,1994,2011
1568,FCEQN,FCEQN-6504,1,1.0,1994,2011
1569,FCEQN,FCEQN-6503,1,1.0,1987,2011
1570,FCEQN,FCEQN-6505,1,1.0,1992,2011
1571,FCEQN,FCEQN-6506,1,1.0,1986,2011
1572,FCEQN,FCEQN-6511,1,1.0,1995,2011
1573,FCEQN,FCEQN-6512,1,1.0,1994,2018
1574,FCEQN,FCEQN-6513,1,1.0,1995,2011
1575,FCEQN,FCEQN-6514,1,1.0,1992,2011
1576,FCEQN,FCEQN-6515,2,1.0,1995,2011
1577,FCEQN,FCEQN-6516,1,1.0,1978,2011
1578,FCEQN,FCEQN-6517,1,1.0,1994,2011
1579,FCEQN,FCEQN-6518,2,1.0,1994,2011
1580,FCEQN,FCEQN-6521,2,1.0,1994,2011
1581,FCEQN,FCEQN-6522,1,1.0,1988,2011
1582,FCEQN,FCEQN-6523,2,1.0,1994,2011
1583,FCEQN,FCEQN-6524,1,1.0,1994,2011
1584,FCEQN,FCEQN-6526,1,1.0,1993,2011
1585,FCEQN,FCEQN-6528,1,1.0,1994,2011
1586,FCEQN,FCEQN-6529,2,1.0,1994,2011
1587,FCEQN,FCEQN-6530,1,1.0,1995,2011
1588,FCEQN,FCEQN-6533,2,1.0,1994,2011
1589,FCEQN,FCEQN-6536,1,1.0,1994,2011
1590,FCEQN,FCEQN-6537,2,1.0,1958,2011
1591,FCEQN,FCEQN-6539,2,1.0,1994,2011
1592,FCEQN,FCEQN-6541,1,1.0,1989,2011
1593,FCEQN,FCEQN-6542,2,1.0,1989,2011
1594,FCEQN,FCEQN-6543,2,1.0,1981,2011
1595,FCEQN,FCEQN-6544,1,1.0,1994,2011
1596,FCEQN,FCEQN-6545,1,1.0,1993,2011
1597,FCEQN,FCEQN-6546,1,1.0,1202,2011
1598,FCEQN,FCEQN-6548,1,1.0,1992,2011
1599,FCEQN,FCEQN-6549,1,1.0,1994,2011
1600,FCEQN,FCEQN-6550,1,1.0,1994,2011
1601,FCEQN,FCEQN-6551,1,1.0,1982,2011
1602,FCEQN,FCEQN-6552,1,1.0,1980,2011
1603,FCEQN,FCEQN-5866,2,1.0,1994,2011
1604,FCEQN,FCEQN-6555,1,1.0,1993,2011
1605,FCEQN,FCEQN-5918,2,1.0,1994,2011
1606,FCEQN,FCEQN-6556,1,1.0,1991,2018
1607,FCEQN,FCEQN-6559,1,1.0,1990,2011
1608,FCEQN,FCEQN-6560,2,1.0,1994,2011
1609,FCEQN,FCEQN-6561,2,1.0,1994,2011
1610,FCEQN,FCEQN-6562,1,1.0,1994,2011
1611,FCEQN,FCEQN-6563,2,1.0,1995,2011
1612,FCEQN,FCEQN-6564,1,1.0,1995,2011
1613,FCEQN,FCEQN-6566,1,1.0,1994,2011
1614,FCEQN,FCEQN-6569,1,1.0,1993,2011
1615,FCEQN,FCEQN-6571,1,1.0,1989,2011
1616,FCEQN,FCEQN-6572,1,1.0,1995,2011
1617,FCEQN,FCEQN-6574,1,1.0,1994,2011
1618,FCEQN,FCEQN-6575,2,1.0,1990,2011
1619,FCEQN,FCEQN-6576,2,1.0,1986,2011
1620,FCEQN,FCEQN-6577,1,1.0,1995,2011
1621,FCEQN,FCEQN-6578,1,1.0,1988,2011
1622,FCEQN,FCEQN-6579,1,1.0,1994,2011
1623,FCEQN,FCEQN-6580,1,1.0,1994,2011
1624,FCEQN,FCEQN-6581,1,1.0,1995,2011
1625,FCEQN,FCEQN-6582,1,1.0,1992,2011
1626,FCEQN,FCEQN-6583,2,1.0,1993,2011
1627,FCEQN,FCEQN-6584,2,1.0,1995,2011
1628,FCEQN,FCEQN-6586,2,1.0,1995,2011
1629,FCEQN,FCEQN-6588,1,1.0,1995,2011
1630,FCEQN,FCEQN-6592,1,1.0,1995,2011
1631,FCEQN,FCEQN-6593,2,1.0,1995,2011
1632,FCEQN,FCEQN-6595,1,1.0,1995,2011
1633,FCEQN,FCEQN-6598,1,1.0,1995,2011
1634,FCEQN,FCEQN-6599,1,1.0,1992,2011
1635,FCEQN,FCEQN-6600,2,1.0,1994,2011
1636,FCEQN,FCEQN-6603,1,1.0,1989,2011
1637,FCEQN,FCEQN-6605,2,1.0,1989,2011
1638,FCEQN,FCEQN-6608,1,1.0,1987,2011
1639,FCEQN,FCEQN-6609,1,1.0,1994,2011
1640,FCEQN,FCEQN-6610,1,1.0,1995,2011
1641,FCEQN,FCEQN-6611,1,1.0,1995,2011
1642,FCEQN,FCEQN-6613,2,1.0,1994,2011
1643,FCEQN,FCEQN-6615,1,1.0,1995,2011
1644,FCEQN,FCEQN-6617,1,1.0,1991,2011
1645,FCEQN,FCEQN-6619,1,1.0,1995,2011
1646,FCEQN,FCEQN-6621,1,1.0,1995,2011
1647,FCEQN,FCEQN-6625,1,1.0,1993,2011
1648,FCEQN,FCEQN-6627,1,1.0,1992,2011
1649,FCEQN,FCEQN-6628,1,1.0,1992,2011
1650,FCEQN,FCEQN-6629,1,1.0,1995,2011
1651,FCEQN,FCEQN-6630,1,1.0,1974,2011
1652,FCEQN,FCEQN-6633,1,1.0,1990,2011
1653,FCEQN,FCEQN-6634,1,1.0,1995,2011
1654,FCEQN,FCEQN-6637,1,1.0,1994,2011
1655,FCEQN,FCEQN-6638,1,1.0,1994,2011
1656,FCEQN,FCEQN-6639,1,1.0,1993,2011
1657,FCEQN,FCEQN-6640,1,1.0,1992,2011
1658,FCEQN,FCEQN-6644,1,1.0,1994,2011
1659,FCEQN,FCEQN-6646,1,1.0,1994,2011
1660,FCEQN,FCEQN-6648,1,1.0,1994,2011
1661,FCEQN,FCEQN-6651,1,1.0,1985,2011
1662,FCEQN,FCEQN-6652,2,1.0,1995,2011
1663,FCEQN,FCEQN-6654,2,1.0,1993,2011
1664,FCEQN,FCEQN-6655,1,1.0,1992,2011
1665,FCEQN,FCEQN-6660,1,1.0,1990,2011
1666,FCEQN,FCEQN-6661,2,1.0,1995,2011
1667,FCEQN,FCEQN-6662,1,1.0,1993,2011
1668,FCEQN,FCEQN-6663,1,1.0,1994,2011
1669,FCEQN,FCEQN-6664,1,1.0,1994,2011
1670,FCEQN,FCEQN-6665,1,1.0,1994,2011
1671,FCEQN,FCEQN-6667,1,1.0,1994,2011
1672,FCEQN,FCEQN-6668,1,1.0,1994,2011
1673,FCEQN,FCEQN-6669,1,1.0,1994,2011
1674,FCEQN,FCEQN-6670,1,1.0,1993,2011
1675,FCEQN,FCEQN-6672,1,1.0,1992,2011
1676,FCEQN,FCEQN-6673,2,2.0,1993,2011
1677,FCEQN,FCEQN-6674,1,1.0,1994,2011
1678,FCEQN,FCEQN-6675,1,1.0,1994,2011
1679,FCEQN,FCEQN-6676,1,1.0,1994,2011
1680,FCEQN,FCEQN-6677,1,1.0,1992,2018
1681,FCEQN,FCEQN-6678,1,1.0,1994,2011
1682,FCEQN,FCEQN-6679,1,1.0,1995,2011
1683,FCEQN,FCEQN-6684,2,1.0,1981,2011
1684,FCEQN,FCEQN-6685,2,1.0,1995,2011
1685,FCEQN,FCEQN-6686,1,1.0,1992,2011
1686,FCEQN,FCEQN-6687,1,1.0,1995,2011
1687,FCEQN,FCEQN-6688,2,1.0,1994,2011
1688,FCEQN,FCEQN-6689,2,1.0,1990,2011
1689,FCEQN,FCEQN-6692,1,1.0,1991,2011
1690,FCEQN,FCEQN-6693,2,1.0,1994,2011
1691,FCEQN,FCEQN-6694,1,1.0,1995,2011
1692,FCEQN,FCEQN-6698,1,1.0,1994,2011
1693,FCEQN,FCEQN-6699,1,1.0,1993,2011
1694,FCEQN,FCEQN-6701,1,1.0,1995,2011
1695,FCEQN,FCEQN-6703,2,1.0,1995,2011
1696,FCEQN,FCEQN-6704,1,1.0,1994,2011
1697,FCEQN,FCEQN-6706,2,1.0,1995,2011
1698,FCEQN,FCEQN-6707,1,1.0,1995,2011
1699,FCEQN,FCEQN-6709,2,1.0,1994,2011
1700,FCEQN,FCEQN-6710,1,1.0,1993,2011
1701,FCEQN,FCEQN-6711,1,1.0,1992,2011
1702,FCEQN,FCEQN-6712,2,1.0,1995,2011
1703,FCEQN,FCEQN-6713,1,1.0,1993,2011
1704,FCEQN,FCEQN-6716,1,1.0,1993,2011
1705,FCEQN,FCEQN-6718,1,2.0,1994,2011
1706,FCEQN,FCEQN-6720,1,1.0,1994,2011
1707,FCEQN,FCEQN-6721,1,1.0,1993,2011
1708,FCEQN,FCEQN-6722,1,1.0,1982,2011
1709,FCEQN,FCEQN-6726,2,1.0,1993,2011
1710,FCEQN,FCEQN-6727,2,1.0,1995,2011
1711,FCEQN,FCEQN-6728,1,1.0,1994,2011
1712,FCEQN,FCEQN-6729,1,1.0,1995,2011
1713,FCEQN,FCEQN-6730,1,1.0,1995,2011
1714,FCEQN,FCEQN-6731,1,1.0,1994,2011
1715,FCEQN,FCEQN-6732,1,1.0,1995,2011
1716,FCEQN,FCEQN-6733,1,1.0,1991,2011
1717,FCEQN,FCEQN-6735,1,1.0,1995,1996
1718,FCEQN,FCEQN-6738,1,1.0,1995,2011
1719,FCEQN,FCEQN-6740,1,1.0,1992,2011
1720,FCEQN,FCEQN-6745,1,4.0,1994,2011
1721,FCEQN,FCEQN-6748,1,1.0,1981,2011
1722,FCEQN,FCEQN-6750,1,1.0,1992,2011
1723,FCEQN,FCEQN-6751,1,1.0,1994,2011
1724,FCEQN,FCEQN-6752,2,1.0,1972,2011
1725,FCEQN,FCEQN-6753,1,1.0,1993,2011
1726,FCEQN,FCEQN-6754,2,1.0,1994,2011
1727,FCEQN,FCEQN-6755,1,1.0,1995,2011
1728,FCEQN,FCEQN-6756,2,1.0,1995,2011
1729,FCEQN,FCEQN-6757,1,1.0,1995,2011
1730,FCEQN,FCEQN-6758,1,1.0,1995,2011
1731,FCEQN,FCEQN-6759,1,1.0,1995,2011
1732,FCEQN,FCEQN-6760,1,1.0,1995,2011
1733,FCEQN,5101,2,1.0,1979,1996
1734,FCEQN,FCEQN-5273,1,1.0,1992,2009
1735,FCEQN,FCEQN-6761,1,1.0,1990,2011
1736,FCEQN,FCEQN-6762,1,1.0,1995,2011
1737,FCEQN,FCEQN-6771,1,1.0,1992,2011
1738,FCEQN,FCEQN-6773,1,1.0,1992,2011
1739,FCEQN,FCEQN-6774,1,1.0,1994,2011
1740,FCEQN,FCEQN-6775,1,1.0,1994,2011
1741,FCEQN,FCEQN-6776,1,1.0,1991,2011
1742,FCEQN,FCEQN-6777,1,1.0,1994,2011
1743,FCEQN,FCEQN-6779,2,1.0,1993,2011
1744,FCEQN,FCEQN-6780,2,1.0,1995,2011
1745,FCEQN,FCEQN-6782,1,1.0,1995,2011
1746,FCEQN,FCEQN-6783,2,1.0,1993,2011
1747,FCEQN,FCEQN-6785,1,1.0,1995,2011
1748,FCEQN,FCEQN-6786,2,1.0,1989,2011
1749,FCEQN,FCEQN-6787,1,1.0,1995,2011
1750,FCEQN,FCEQN-6788,2,1.0,1986,2011
1751,FCEQN,FCEQN-6789,1,1.0,1995,2011
1752,FCEQN,FCEQN-6790,1,1.0,1995,2011
1753,FCEQN,FCEQN-6791,1,1.0,1994,201
1754,FCEQN,FCEQN-6792,1,1.0,1995,2019
1755,FCEQN,FCEQN-6794,2,1.0,1995,2011
1756,FCEQN,FCEQN-6799,1,1.0,1991,2011
1757,FCEQN,FCEQN-6800,1,1.0,1992,2011
1758,FCEQN,FCEQN-6802,1,1.0,1995,2011
1759,FCEQN,FCEQN-6803,1,1.0,1994,2011
1760,FCEQN,FCEQN-6804,1,1.0,1994,2011
1761,FCEQN,FCEQN-6805,1,1.0,1994,2011
1762,FCEQN,FCEQN-6806,1,1.0,1982,2011
1763,FCEQN,FCEQN-6807,1,1.0,1993,2011
1764,FCEQN,FCEQN-6808,2,1.0,1995,2011
1765,FCEQN,FCEQN-6809,1,1.0,1995,2011
1766,FCEQN,FCEQN-6810,1,1.0,1994,2011
1767,FCEQN,FCEQN-6811,1,1.0,1990,2011
1768,FCEQN,FCEQN-6812,1,1.0,1996,2011
1769,FCEQN,FCEQN-6813,1,1.0,1994,2011
1770,FCEQN,FCEQN-6815,1,1.0,1994,2011
1771,FCEQN,FCEQN-6816,1,1.0,1994,2011
1772,FCEQN,FCEQN-6817,2,1.0,1995,2011
1773,FCEQN,FCEQN-6818,2,1.0,1995,2011
1774,FCEQN,FCEQN-6819,2,1.0,1994,2011
1775,FCEQN,FCEQN-6820,1,1.0,1991,2011
1776,FCEQN,FCEQN-6821,1,1.0,1990,2011
1777,FCEQN,FCEQN-6822,2,1.0,1994,2011
1778,FCEQN,FCEQN-6823,2,1.0,1995,2011
1779,FCEQN,FCEQN-6825,1,1.0,1994,2011
1780,FCEQN,FCEQN-6826,2,1.0,1995,2011
1781,FCEQN,FCEQN-6827,2,1.0,1991,2011
1782,FCEQN,FCEQN-6828,1,1.0,1995,2011
1783,FCEQN,FCEQN-6829,2,1.0,1986,2011
1784,FCEQN,FCEQN-6830,1,1.0,1994,2011
1785,FCEQN,FCEQN-6831,1,1.0,1978,2011
1786,FCEQN,FCEQN-6833,1,1.0,1995,2011
1787,FCEQN,FCEQN-6834,1,1.0,1994,2011
1788,FCEQN,FCEQN-6835,1,1.0,1995,2011
1789,FCEQN,FCEQN-6836,1,1.0,1994,2011
1790,FCEQN,FCEQN-6837,1,1.0,1994,2016
1791,FCEQN,FCEQN-6840,1,1.0,1995,2016
1792,FCEQN,FCEQN-6842,1,1.0,1995,2016
1793,FCEQN,FCEQN-6843,1,1.0,1995,2011
1794,FCEQN,FCEQN-6844,1,1.0,1995,2011
1795,FCEQN,FCEQN-6845,1,1.0,1995,2011
1796,FCEQN,FCEQN-2439,2,1.0,1989,2006
1797,FCEQN,FCEQN-6846,1,1.0,1995,2011
1798,FCEQN,FCEQN-6847,2,1.0,1994,2011
1799,FCEQN,FCEQN-6848,1,1.0,1995,2011
1800,FCEQN,FCEQN-6853,1,1.0,1995,2011
1801,FCEQN,FCEQN-6855,2,1.0,1994,2011
1802,FCEQN,FCEQN-6857,1,1.0,1994,2011
1803,FCEQN,FCEQN-6858,2,1.0,1989,2011
1804,FCEQN,FCEQN-6859,1,1.0,1992,2011
1805,FCEQN,FCEQN-6860,1,1.0,1995,2011
1806,FCEQN,FCEQN-6861,2,1.0,1994,2011
1807,FCEQN,FCEQN-6862,1,1.0,1994,2011
1808,FCEQN,FCEQN-6863,2,1.0,1990,2011
1809,FCEQN,FCEQN-6864,1,1.0,1993,2011
1810,FCEQN,FCEQN-6865,1,1.0,1995,2011
1811,FCEQN,FCEQN-6867,2,1.0,1995,2011
1812,FCEQN,FCEQN-6868,1,1.0,1986,2011
1813,FCEQN,FCEQN-6869,1,1.0,1993,2011
1814,FCEQN,FCEQN-6871,1,1.0,1994,2011
1815,FCEQN,FCEQN-6872,1,1.0,1994,2011
1816,FCEQN,FCEQN-6873,1,1.0,1992,2011
1817,FCEQN,FCEQN-6874,1,1.0,1995,2011
1818,FCEQN,FCEQN-6877,1,1.0,1995,2011
1819,FCEQN,FCEQN-6878,1,1.0,1995,2011
1820,FCEQN,FCEQN-6880,1,1.0,1994,2011
1821,FCEQN,FCEQN-6882,1,1.0,1994,2011
1822,FCEQN,FCEQN-6883,1,1.0,1995,2011
1823,FCEQN,FCEQN-6884,1,1.0,1993,2011
1824,FCEQN,FCEQN-6886,1,1.0,1995,2011
1825,FCEQN,FCEQN-6888,2,1.0,1992,2011
1826,FCEQN,FCEQN-6889,1,1.0,1995,2011
1827,FCEQN,FCEQN-6890,1,1.0,1994,2011
1828,FCEQN,FCEQN-6892,1,1.0,1995,2011
1829,FCEQN,FCEQN-6893,2,1.0,1995,2011
1830,FCEQN,FCEQN-6894,1,1.0,1971,2011
1831,FCEQN,FCEQN-6895,1,1.0,1995,2011
1832,FCEQN,FCEQN-6896,1,1.0,1995,2011
1833,FCEQN,FCEQN-6898,2,1.0,1994,2011
1834,FCEQN,FCEQN-6900,1,1.0,1989,2011
1835,FCEQN,FCEQN-6901,1,1.0,1991,2011
1836,FCEQN,FCEQN-6903,2,1.0,1995,2011
1837,FCEQN,FCEQN-6904,1,1.0,1994,2011
1838,FCEQN,FCEQN-6905,1,1.0,1983,2011
1839,FCEQN,FCEQN-6906,1,1.0,1973,2011
1840,FCEQN,FCEQN-6907,1,1.0,1987,2011
1841,FCEQN,FCEQN-6908,1,1.0,1994,2011
1842,FCEQN,FCEQN-6910,1,1.0,1995,2011
1843,FCEQN,FCEQN-6911,1,1.0,1994,2011
1844,FCEQN,FCEQN-6912,1,1.0,1995,2011
1845,FCEQN,FCEQN-6913,1,1.0,1990,2011
1846,FCEQN,FCEQN-6914,1,1.0,1995,2011
1847,FCEQN,FCEQN-6915,1,1.0,1995,2011
1848,FCEQN,FCEQN-6916,1,1.0,1993,2011
1849,FCEQN,FCEQN-6917,1,1.0,1994,2011
1850,FCEQN,FCEQN-6918,1,1.0,1994,2011
1851,FCEQN,FCEQN-6920,1,1.0,1992,2011
1852,FCEQN,FCEQN-6921,1,1.0,1995,2011
1853,FCEQN,FCEQN-6922,1,1.0,1993,2011
1854,FCEQN,FCEQN-6923,1,1.0,1992,2011
1855,FCEQN,FCEQN-6924,1,1.0,1994,2011
1856,FCEQN,FCEQN-6925,1,1.0,1994,2011
1857,FCEQN,FCEQN-6926,1,1.0,1981,2011
1858,FCEQN,FCEQN-6928,1,1.0,1993,2011
1859,FCEQN,FCEQN-6929,1,1.0,1993,2011
1860,FCEQN,FCEQN-6930,1,1.0,1995,2011
1861,FCEQN,FCEQN-6933,1,1.0,1993,2011
1862,FCEQN,FCEQN-6934,1,1.0,1993,2011
1863,FCEQN,FCEQN-6935,2,1.0,1995,2011
1864,FCEQN,FCEQN-6937,1,1.0,1995,2015
1865,FCEQN,FCEQN-6938,1,1.0,1995,2011
1866,FCEQN,FCEQN-6939,1,1.0,1993,2011
1867,FCEQN,FCEQN-6940,1,1.0,1994,2011
1868,FCEQN,FCEQN-6941,1,1.0,1994,2011
1869,FCEQN,FCEQN-6942,2,1.0,1995,2011
1870,FCEQN,FCEQN-6943,2,2.0,1994,2011
1871,FCEQN,FCEQN-6944,1,1.0,1987,2011
1872,FCEQN,FCEQN-6945,2,1.0,1995,2011
1873,FCEQN,FCEQN-6946,1,1.0,1995,2011
1874,FCEQN,FCEQN-6948,2,1.0,1994,2011
1875,FCEQN,FCEQN-6949,2,1.0,1994,2011
1876,FCEQN,FCEQN-6950,2,1.0,1993,2011
1877,FCEQN,FCEQN-6951,1,1.0,1990,2011
1878,FCEQN,FCEQN-6952,1,1.0,1994,2011
1879,FCEQN,FCEQN-6954,2,1.0,1992,2011
1880,FCEQN,FCEQN-6957,2,1.0,1990,2011
1881,FCEQN,FCEQN-6959,2,1.0,1994,2011
1882,FCEQN,FCEQN-6960,1,1.0,1986,2011
1883,FCEQN,FCEQN-6961,1,1.0,1995,2011
1884,FCEQN,FCEQN-6962,2,1.0,1992,2011
1885,FCEQN,FCEQN-6963,2,1.0,1992,2011
1886,FCEQN,FCEQN-6964,2,1.0,1991,2011
1887,FCEQN,FCEQN-6965,2,1.0,1994,2011
1888,FCEQN,FCEQN-6966,2,1.0,1994,2011
1889,FCEQN,FCEQN-6967,2,1.0,1994,2011
1890,FCEQN,FCEQN-6968,2,1.0,1993,2011
1891,FCEQN,FCEQN-6970,1,1.0,1994,2011
1892,FCEQN,FCEQN-6971,1,1.0,1995,2011
1893,FCEQN,FCEQN-6972,1,1.0,1995,2011
1894,FCEQN,FCEQN-6973,1,1.0,1994,2016
1895,FCEQN,FCEQN-6974,1,1.0,1955,2011
1896,FCEQN,FCEQN-6975,1,1.0,1995,2011
1897,FCEQN,FCEQN-6978,1,1.0,1995,2011
1898,FCEQN,FCEQN-6979,1,1.0,1994,2011
1899,FCEQN,FCEQN-4365,2,1.0,1989,2007
1900,FCEQN,FCEQN-4446,2,1.0,1989,2011
1901,FCEQN,FCEQN-5626,1,1.0,1993,2010
1902,FCEQN,FCEQN-6982,1,1.0,1993,2011
1903,FCEQN,FCEQN-6983,1,1.0,1992,2011
